id,value
id_126,21.501933365374146
id_127,17.87485775697392
id_128,18.119838892156668
id_129,17.213288051544797
id_130,14.810713706648556
id_131,18.986483701021488
id_132,23.6438457528393
id_133,30.3880628831735
id_134,20.44145616957542
id_135,18.952306451859872
id_136,19.281918757910464
id_137,19.47322937679201
id_138,28.255003404596156
id_139,29.558353000960235
id_140,21.545448096570777
id_141,20.11596650040054
id_142,18.789869589248514
id_143,18.911130977643506
id_144,22.32655690544835
id_145,19.13165431473637
id_146,22.154954088583366
id_147,19.15049735915809
id_148,20.749552047658216
id_149,21.228167404333373
id_150,21.979900571062576
id_151,23.75517847791812
id_152,20.061117246354154
id_153,17.778124466634157
id_154,21.8220797076
id_155,24.931105838755276
id_156,19.19403517158893
id_157,19.470747162682727
id_158,19.9883649441916
id_159,21.3656924985012
id_160,28.337478950451146
id_161,20.269841475846405
id_162,28.68210110309504
id_163,17.48843619278616
id_164,22.94648101831425
id_165,23.92965308153678
id_166,20.68568052288017
id_167,13.907861280840041
id_168,33.76453616817945
id_169,23.760611871831824
id_170,19.178004188044024
id_171,29.523380434516515
id_172,15.389972065148223
id_173,16.88401296514514
id_174,30.858278478795388
id_175,15.083364959944358
id_176,18.346139207614744
id_177,29.7156983485073
id_178,25.13919332643576
id_179,22.37609984478402
id_180,23.588873936181724
id_181,22.90180148833666
id_182,29.21820142880652
id_183,21.412331800169273
id_184,18.85296886205406
id_185,23.569568648253107
id_186,26.511862238502808
id_187,21.860350603248303
id_188,21.159924457430726
id_189,20.65817115179003
id_190,19.505600565657165
id_191,18.51823615351717
id_192,22.401961015209462
id_193,39.605378261954506
id_194,27.078098065714297
id_195,21.00431892374138
id_196,31.678031326379017
id_197,18.63271703848468
id_198,21.565024071572573
id_199,28.26025031669798
id_200,30.831236469634256
id_201,25.94675958595589
id_202,26.93360189160614
id_203,22.66543844043313
id_204,31.218530583335703
id_205,22.2051395583882
id_206,19.129210546320085
id_207,24.559380149119445
id_208,26.286564732568646
id_209,25.872280909358672
id_210,25.377202206224275
id_211,36.06159105753584
id_212,24.472624278702547
id_213,42.00123185400398
id_214,22.57269712994462
id_215,37.530579716407736
id_216,31.566520279290437
id_217,30.198795661808735
id_218,25.884689129625727
id_219,26.969374153441652
id_220,29.65671917303659
id_221,39.62433368654765
id_222,23.6232680268524
id_223,25.09831019798649
id_224,32.69887032579703
id_225,19.34542625217621
id_226,23.484617970179162
id_227,31.36770643433771
id_228,24.20305488951993
id_229,18.643731753417224
id_230,25.596327538262923
id_231,22.141540984128486
id_232,22.656605446385353
id_233,21.646744127447665
id_234,21.200017088454484
id_235,22.751959478662517
id_236,19.694483300852372
id_237,16.858873145561667
id_238,21.420697883852803
id_239,18.55086952671525
